Time,Country Name,Country Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],CO2 emissions (kg per 2015 US$ of GDP) [EN.ATM.CO2E.KD.GD],CO2 emissions (kg per 2017 PPP $ of GDP) [EN.ATM.CO2E.PP.GD.KD],CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (kt) [EN.ATM.CO2E.KT],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]",CO2 emissions from gaseous fuel consumption (% of total) [EN.ATM.CO2E.GF.ZS],CO2 emissions from gaseous fuel consumption (kt) [EN.ATM.CO2E.GF.KT],CO2 emissions from liquid fuel consumption (% of total) [EN.ATM.CO2E.LF.ZS],CO2 emissions from liquid fuel consumption (kt) [EN.ATM.CO2E.LF.KT],CO2 emissions from manufacturing industries and construction (% of total fuel combustion) [EN.CO2.MANF.ZS],CO2 emissions from solid fuel consumption (% of total) [EN.ATM.CO2E.SF.ZS],CO2 emissions from solid fuel consumption (kt) [EN.ATM.CO2E.SF.KT],CO2 emissions from transport (% of total fuel combustion) [EN.CO2.TRAN.ZS],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],"Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Inflation, GDP deflator: linked series (annual %) [NY.GDP.DEFL.KD.ZG.AD]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP1.ZS],Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP2.ZS],Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.NOPR.ZS],Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.10.ZS],Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.25.ZS],Out-of-pocket expenditure (% of current health expenditure) [SH.XPD.OOPC.CH.ZS],Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49) [SG.VAW.1549.ZS],"Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]",Lending interest rate (%) [FR.INR.LEND],"Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Suicide mortality rate (per 100,000 population) [SH.STA.SUIC.P5]","Wage and salaried workers, total (% of total employment) (modeled ILO estimate) [SL.EMP.WORK.ZS]","Vulnerable employment, total (% of total employment) (modeled ILO estimate) [SL.EMP.VULN.ZS]","International tourism, expenditures (current US$) [ST.INT.XPND.CD]","International tourism, expenditures (% of total imports) [ST.INT.XPND.MP.ZS]","International tourism, number of departures [ST.INT.DPRT]","International tourism, number of arrivals [ST.INT.ARVL]","Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]","Stocks traded, total value (current US$) [CM.MKT.TRAD.CD]","Stocks traded, turnover ratio of domestic shares (%) [CM.MKT.TRNR]"
2017,Iceland,ISL,5.146260,2.708660,0.086120,0.087460,0.087460,1671.000000,4.866050,,,,,,,,,,2896.350840,,8.261320,5944.971680,2559566007000.000000,19402600566.927100,2641959405000.000000,24728285177.460300,4.194950,2.742000,7.563000,7.867000,2.740000,1.760420,0.936990,0.936990,121.956960,,,,,,16.449470,,2.100000,7.255830,,,12.200000,86.727440,9.299660,,,619000.000000,2353000.000000,,,
2017,India,IND,8.756340,7.506760,0.949340,0.278940,0.278940,2308804.400000,1.704930,,,,,,,,,,3269577.732000,,2.935980,56.897000,131445821450000.000000,2432016068562.020000,170900423610000.000000,2651474262735.280000,6.795380,,24.934000,,7.728000,3.328170,3.969260,3.969260,159.181200,,,2.570000,17.460000,6.670000,55.112480,,31.500000,9.508330,,,12.000000,23.459580,74.576190,21856000000.000000,3.891650,23943000.000000,15543000.000000,45.439180,1204808201528.860000,47.136680
2017,Indonesia,IDN,3.868670,2.828530,0.542510,0.178080,0.178080,515395.700000,1.948570,,,,,,,,,,914633.345500,,2.904170,111.513960,9912928100000000.000000,950021694164.001000,13589825700000000.000000,1015618744159.730000,5.069790,3.783000,14.571000,14.451000,3.780000,3.808800,4.292680,4.292680,142.182410,0.530000,1.180000,0.830000,4.520000,0.870000,36.595940,,21.600000,11.073330,99.580000,,2.400000,48.432710,48.022610,10945000000.000000,5.988220,8856000.000000,14040000.000000,9.109040,92513090234.796900,17.767520
2017,"Iran, Islamic Rep.",IRN,-0.504370,-1.915880,1.372390,0.488870,0.488870,626427.900000,7.412900,,,,,,,,,,878974.764700,,7.754340,462.213590,14806360823092200.000000,456450444446.135000,16736418990186600.000000,486630147094.486000,2.758510,12.232000,28.206000,28.471000,12.230000,8.044920,13.035330,13.035330,333.673320,0.050000,0.410000,2.040000,16.860000,3.700000,41.714090,,12.400000,,,,6.000000,55.157650,41.229650,12568000000.000000,,10543000.000000,4867000.000000,2.412850,11741666197.063300,10.808390
2017,Iraq,IRQ,6.576520,4.093160,0.839740,0.395800,0.395800,156456.400000,3.948810,,,,,,,,,,255110.183700,,4.192150,203.166090,205130066900000.000000,186314571374.742000,221665709500000.000000,187217660050.676000,-1.819750,13.020000,25.267000,25.570000,13.020000,0.184060,14.650360,14.650360,119.418380,0.280000,1.140000,3.630000,19.570000,4.180000,58.043290,,23.400000,,93.500000,85.600000,3.900000,69.503010,27.350350,8093000000.000000,16.702300,,,,,
2017,Ireland,IRL,2.870220,1.756370,0.116010,0.100400,0.100400,37729.100000,7.848150,,,,,,,,,,65833.872870,,7.146330,5010.256350,293128193000.000000,325229508739.113000,298528309000.000000,337241811320.896000,9.311260,6.713000,14.392000,14.409000,6.710000,0.340530,1.251080,1.251080,105.079590,,,,,,12.608500,,3.000000,,,,10.000000,84.394100,11.135360,6616000000.000000,1.996500,8171000.000000,10338000.000000,8.576700,28924231097.309700,19.706450
2017,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,5100466696.700000,7792379385.215290,5423135000.000000,6979791187.127120,2.837760,,,,,,3.999990,3.999990,,,,,,,,,,,,,,,,,,,,,,
2017,Israel,ISR,5.078840,3.061270,0.199300,0.191740,0.191740,65906.300000,7.563870,,,,,,,,,,88636.375710,,7.236010,3093.885740,1285361120000.000000,330696227434.501000,1289524316000.000000,358245427458.541000,4.276600,4.140000,7.161000,7.194000,4.140000,0.259420,-0.033870,-0.033870,106.428640,0.000000,0.060000,1.950000,11.840000,2.340000,22.431030,,3.000000,3.497310,,,5.100000,88.136100,8.179520,8985000000.000000,9.182960,7597000.000000,3863000.000000,19.271080,69037746840.052100,29.880160
2017,Italy,ITA,1.739280,1.891870,0.174050,0.130780,0.130780,329193.300000,5.437910,,,,,,,,,,404050.901000,,8.677740,2809.721440,1704732500000.000000,1891422683817.380000,1736592800000.000000,1961796197354.360000,1.667860,11.211000,34.741000,34.742000,11.210000,1.226530,0.726340,0.726340,108.714900,,,,,,23.806050,,2.800000,3.000830,,,7.100000,76.569820,17.162400,34819000000.000000,6.373880,60042000.000000,89931000.000000,,,
2017,Jamaica,JAM,2.632020,2.424410,0.497330,0.257660,0.257660,7225.000000,2.572660,,,,,,,,,,8764.789200,,6.148590,324.224520,875538000000.000000,14527493336.382000,1895025000000.000000,14808985171.344100,0.997120,7.399000,21.799000,20.987000,7.400000,4.378400,6.549830,6.549830,150.751520,,,,,,16.754070,,12.200000,14.905120,,,2.300000,60.571990,35.964200,455000000.000000,6.297790,,4276000.000000,2.310620,342180000.000000,3.638300
2017,Japan,JPN,1.396270,1.479320,0.252740,0.218700,0.218700,1150835.000000,9.063690,,,,,,,,,,1241560.823000,,10.656270,4148.374510,551169905966000.000000,4553466417292.210000,553073000000000.000000,4930837369151.420000,1.675330,2.822000,4.602000,4.610000,2.820000,0.484200,-0.074350,-0.074350,103.963790,,,,9.600000,1.600000,12.654930,,1.900000,0.994000,,,17.000000,89.690360,8.325130,25774000000.000000,3.076110,17889000.000000,28691000.000000,117.189610,5778429302687.510000,92.842930
2017,Jordan,JOR,,,0.645220,0.264540,0.264540,26021.800000,2.547320,,,,,,,,,,36766.920850,,7.982000,323.553380,29024326100.000000,40330034782.848500,29541989500.000000,41608435915.493000,2.473600,18.120000,35.391000,35.244000,18.120000,3.323890,1.783550,1.783550,119.329870,,,,,,30.427430,,14.200000,8.393330,,,1.500000,87.126870,9.127390,1496000000.000000,6.494290,1592000.000000,4565000.000000,5.610690,2334520769.775340,9.739930
2017,Kazakhstan,KAZ,3.487980,2.089680,1.107380,0.479180,0.479180,214897.700000,11.913760,,,,,,,,,,299615.302100,,3.052440,278.007450,13591060218000.000000,194059760924.352000,54378857800000.000000,166805788827.233000,4.100000,4.900000,3.785000,3.780000,4.900000,7.440000,11.211110,11.211110,168.951300,0.000000,0.010000,0.790000,2.840000,0.120000,33.143930,,9.400000,,,,20.800000,73.608640,25.136770,2695000000.000000,6.547750,10261000.000000,7701000.000000,0.470760,785262029.071790,1.627510
2017,Kenya,KEN,3.083180,0.864610,0.264860,0.095200,0.095200,20097.200000,0.410580,,,,,,,,,,69774.597000,,3.985980,66.804480,7885521000000.000000,75879571212.388500,8483396000000.000000,82036510877.259900,3.837960,,9.125000,,3.560000,8.005720,7.581930,7.581930,172.428240,,,,,,23.280600,,31.600000,13.667570,,,5.600000,36.569190,61.814830,,,,1449000.000000,,,
2017,Kiribati,KIR,9.930440,8.241690,0.428170,0.306480,0.306480,72.700000,0.604010,,,,,,,,,,102.097440,,10.599900,166.041170,176000000.000000,169793259.702350,246000000.000000,188540710.231320,0.186030,,,,,0.355520,2.253690,2.253690,101.816760,,,,,,0.112040,,42.600000,,,,29.600000,,,24569999.694820,12.586800,,7500.000000,,,
2017,"Korea, Dem. People's Rep.",PRK,,,,,,54286.000000,2.127500,,,,,,,,,,77903.974020,,,,,,,,,,6.998000,,2.875000,,,,,,,,,,,,14.400000,,,,9.800000,16.599240,81.493740,,,,,,,
2017,"Korea, Rep.",KOR,3.596240,3.305570,0.402190,0.297660,0.297660,626178.400000,12.191490,,,,,,,,,,707446.348700,,7.106950,2239.320310,1760811500000000.000000,1556927899270.750000,1835698200000000.000000,1623074183501.900000,3.159640,3.653000,9.774000,9.918000,3.650000,1.944330,2.222780,2.222780,113.050810,,,,13.210000,1.410000,32.625130,,2.800000,3.476670,,,25.800000,74.682020,19.241290,34453000000.000000,5.808450,26496000.000000,13336000.000000,123.958240,2011934132826.630000,112.358480
2017,Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,5380842030.345390,6967382854.522590,6356456000.000000,7180764703.357180,4.825660,30.344000,,52.749000,,1.488230,0.440020,0.440020,113.789450,,,,,,,,11.500000,6.832700,,,,,,,,,,,,
2017,Kuwait,KWT,12.451940,10.357720,0.804220,0.438140,0.438140,90378.300000,21.910400,,,,,,,,,,130517.508700,,4.653270,1361.482790,38779600000.000000,112380826707.202000,36610565200.000000,120687539805.505000,-4.712110,,15.161000,,2.204000,2.171830,16.231100,16.231100,124.557630,,,,,,12.926640,,7.600000,4.694930,99.243580,96.035950,2.700000,98.176380,1.157440,13722000000.000000,23.770570,,7407000.000000,,,
2017,Kyrgyz Republic,KGZ,,,1.293370,0.301750,0.301750,9439.000000,1.522860,,,,,,,,,,15986.052100,,6.185860,77.842350,602604463208.426000,7297999868.283940,530475700000.000000,7702938379.420360,4.739940,2.655000,6.980000,5.560000,3.566000,3.175310,6.327150,6.327150,151.592590,,,,,,56.376630,,17.800000,19.819190,,,8.300000,62.866190,34.397830,422000000.000000,8.314910,4446000.000000,4568000.000000,,,
2017,Lao PDR,LAO,,,1.154560,0.377590,0.377590,19054.500000,2.722880,,,,,,,,,,29814.150840,,2.526070,61.600050,116422000000000.000000,16503696157.567500,140749000000000.000000,17071162084.406700,6.892530,3.269000,5.786000,5.940000,3.270000,0.825480,1.852100,1.852100,128.868080,,,,,,46.237110,,39.100000,,,,5.600000,19.352900,80.114290,930000000.000000,13.709390,3049000.000000,3869000.000000,,,
2017,Latvia,LVA,4.516030,5.446380,0.246820,0.127790,0.127790,7116.700000,3.664160,,,,,,,,,,11701.900690,,5.965430,932.501590,25987370000.000000,28833322008.441400,26984433000.000000,30483806017.831800,3.312480,8.715000,16.981000,16.986000,8.720000,2.930360,2.947880,2.947880,110.852000,,,,,,42.005990,,3.800000,,,,21.400000,87.855700,7.888120,,,2055000.000000,7726000.000000,,,
2017,Lebanon,LBN,1.975490,4.468720,0.570150,0.268130,0.268130,29170.900000,4.774870,,,,,,,,,,35779.797280,,7.760470,677.374390,65676618000000.000000,51163399287.703400,79939228634000.000000,53027680685.903800,0.903030,,21.924000,,10.168000,4.321350,2.748540,2.748540,118.999310,,,,,,33.066120,,7.700000,8.293330,,,3.000000,69.609500,21.158490,5704000000.000000,17.786040,,1857000.000000,1.150310,609983808.236730,
2017,Lesotho,LSO,-6.396170,-7.549500,1.014430,0.430460,0.430460,2402.300000,1.106740,,,,,,,,,,4227.946920,,10.202460,108.043370,21801619000.000000,2368122098.534550,30727156300.000000,2306185472.148680,-3.138180,,24.431000,,16.447000,4.447700,1.176240,1.176240,141.450900,,,,,,16.489780,,62.000000,11.580830,,,78.300000,60.566190,33.642230,307000000.000000,13.459710,,1137000.000000,,,
2017,Liberia,LBR,,,0.389690,0.172450,0.172450,1268.400000,0.264440,,,,,,,,,,2130.949000,,9.953800,68.916190,3481856100.000000,3254893758.734150,3390703400.000000,3390703400.000000,2.455160,5.947000,2.294000,8.902000,3.065000,12.419630,-2.617930,-2.617930,180.579020,,,,,,44.006000,,62.100000,13.250190,55.398700,48.301360,4.500000,21.197500,77.314760,,,,,,,
2017,Libya,LBY,,,0.819310,0.337320,0.337320,52095.100000,8.167600,,,,,,,,,,100218.248800,,,,95435700000.000000,63584348721.309800,93605400000.000000,67157451661.405000,32.491800,,49.991000,,18.964000,25.803620,1.806660,1.806660,225.087690,,,,,,,,10.600000,,,,5.500000,84.969180,13.132120,2005000000.000000,13.265320,,,,,
2017,Liechtenstein,LIE,,,,,,155.769400,4.111200,,,,,,,,,,170.153990,,,,,,6375200000.000000,6474308717.852890,,,,,,,,,,,,,,,,,,,,,,,,,,,79300.003050,,,
2017,Lithuania,LTU,5.016890,6.495680,0.253330,0.117520,0.117520,11222.200000,3.967680,,,,,,,,,,19565.530590,,6.475140,1083.303350,39926023000.000000,44298437189.890200,42276297000.000000,47758736931.780100,4.282600,7.073000,13.279000,13.264000,7.070000,3.722890,4.243430,4.243430,112.642490,,,,,,32.589650,,3.600000,,,,29.700000,88.072500,9.561560,,,4294000.000000,5590000.000000,,,
2017,Luxembourg,LUX,11.014350,8.348160,0.140960,0.131350,0.131350,9006.500000,15.103060,,,,,,,,,,10011.863290,,5.135350,5713.118650,57586269000.000000,63892707778.498800,58168784000.000000,65712180342.983600,1.317190,5.522000,15.402000,15.379000,5.520000,1.730800,2.142900,2.142900,111.413230,0.000000,0.000000,2.100000,4.690000,0.460000,10.693090,,2.300000,,,,9.800000,90.707110,5.893400,2607000000.000000,2.556930,2346000.000000,1046000.000000,0.142350,93543038.423570,0.124100
2017,"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,423907000000.000000,49153906012.535700,404381000000.000000,50383871120.873300,9.860030,1.987000,5.053000,5.283000,1.990000,1.228120,2.148910,2.148910,136.098270,,,,,,,,,5.250000,,,,93.598740,3.186430,1702000000.000000,9.833190,1391000.000000,32611000.000000,,,
2017,Madagascar,MDG,2.721790,0.101290,0.284430,0.085920,0.085920,3481.000000,0.133020,,,,,,,,,,28081.758030,,4.844320,24.391030,20307791521000.000000,12238318933.716500,41058842552000.000000,13176313593.550900,3.933310,,3.329000,,1.764000,8.609050,4.961540,4.961540,160.711020,,,,,,25.411980,,45.100000,60.000000,,,5.500000,10.800910,85.220290,319000000.000000,7.102950,,285000.000000,,,
2017,Malawi,MWI,,,0.141900,0.053610,0.053610,1394.600000,0.077990,,,,,,,,,,9125.424200,,7.584390,37.934500,6531224000000.000000,9827959688.292370,6531224000000.000000,8943543677.188990,4.000000,3.538000,6.830000,4.739000,5.041000,11.543390,10.576920,10.576920,340.242130,,,,,,12.695190,,35.500000,38.592920,,,5.900000,37.782920,61.083370,120000000.000000,4.213560,,837000.000000,,,
2017,Malaysia,MYS,5.023990,3.547980,0.675860,0.271440,0.271440,225104.100000,7.039830,,,,,,,,,,281063.649800,,3.714720,370.718450,1300769020000.000000,333061328477.268000,1372309832000.000000,319109094160.343000,5.812720,3.410000,11.578000,,3.410000,3.871200,3.778960,3.778960,119.605070,,,,,,35.934400,,6.900000,4.608080,,,5.400000,74.626920,21.961110,12145000000.000000,6.020910,,25948000.000000,43.063430,137419329555.596000,30.055720
2017,Maldives,MDV,,,0.328160,0.170250,0.170250,1546.100000,3.272570,,,,,,,,,,1936.164460,,9.269180,932.764100,75540149802.972600,4711369802.504140,74110201545.923700,4816426259.513730,7.054540,,14.918000,,5.368000,2.817470,2.143580,2.143580,136.445340,,,,,,20.585190,,7.100000,10.153660,,,3.100000,76.585180,19.687030,369000000.000000,10.538710,,1390000.000000,,,
2017,Mali,MLI,0.631770,-2.553460,0.248490,0.087270,0.087270,3629.800000,0.187960,,,,,,,,,,38485.663590,,3.674260,29.234890,4940444365400.000000,14607651053.629000,8922205000000.000000,15365713048.199300,5.305460,7.414000,2.235000,19.553000,1.496000,1.759860,1.934270,1.934270,110.229260,,,1.490000,1.510000,0.060000,37.502440,,67.300000,5.140000,,,4.100000,18.962140,80.307730,220000000.000000,3.919150,,193000.000000,,,
2017,Malta,MLT,,,0.119660,0.074730,0.074730,1521.200000,3.250430,,,,,,,,,,2027.254020,,8.727710,2551.716060,11458054761.182900,12712865430.649800,11936597419.944400,13484541925.771400,10.869270,4.008000,10.544000,10.579000,4.000000,1.364350,2.136780,2.136780,110.342050,,,,,,35.224640,,5.600000,,,,5.500000,84.887070,10.671990,,,633000.000000,2944000.000000,0.781930,105439585.190300,2.038980
2017,Marshall Islands,MHL,,,0.769980,0.680540,0.680540,149.300000,3.164010,,,,,,,,,,196.215350,,14.385030,646.292050,194139633.178710,193900558.836130,212701200.000000,212701200.000000,3.733800,,,,,,2.156890,2.156890,,,,,,,1.194750,,27.800000,,,,,,,27600000.381470,15.357270,,6000.000000,,,
2017,Mauritania,MRT,5.064340,2.333560,0.513590,0.155790,0.155790,3408.300000,0.819300,,,,,,,,,,13221.276660,,3.315500,54.196500,226307400252.009000,6636194355.302610,243406900000.000000,6800135898.288270,6.270550,10.336000,20.976000,21.154000,10.340000,2.254280,1.583940,1.583940,128.055250,,,,,,48.465620,,35.500000,17.000000,,,3.100000,31.831260,62.912590,61000000.000000,2.152730,,,,,
2017,Mauritius,MUS,4.710700,4.616330,0.322050,0.149040,0.149040,4174.400000,3.300220,,,,,,,,,,6725.637000,,5.809850,594.982970,480782996900.000000,12962177523.431900,472861000000.000000,13713506130.608100,3.937980,6.752000,24.197000,24.000000,6.750000,3.667000,1.636510,1.636510,125.357590,0.000000,0.150000,1.230000,8.200000,1.900000,48.126930,,13.300000,8.500000,,,9.600000,79.796450,16.272550,738000000.000000,10.293650,283000.000000,1371000.000000,3.278410,449585432.590500,4.606040
2017,Mexico,MEX,2.482210,1.380930,0.377210,0.187670,0.187670,474498.500000,3.862760,,,,,,,,,,679728.327000,,5.457590,514.889710,23709107311000.000000,1257912134256.870000,22536210257000.000000,1190721475958.840000,1.871730,3.419000,6.886000,6.881000,3.420000,6.041460,6.567600,6.567600,130.197800,,,,,,41.788360,,13.100000,7.332500,99.124690,94.972780,5.900000,68.720280,26.670380,13647000000.000000,2.900410,94274000.000000,99349000.000000,9.160070,109070965641.728000,23.128160
2017,"Micronesia, Fed. Sts.",FSM,,,0.447390,0.377150,0.377150,146.700000,1.328440,,,,,,,,,,227.101620,,12.196360,405.328460,250550900.000000,327904142.657280,366666800.000000,366666800.000000,2.682190,,,,,0.582250,7.471080,7.471080,112.163490,,,,,,2.499900,,23.600000,16.100000,,,27.700000,,,,,,,,,
2017,Moldova,MDA,6.149070,7.998250,0.948510,0.255310,0.255310,8064.000000,2.926840,,,,,,,,,,12762.928520,,7.013290,243.945400,159969753000.000000,8501793857.250810,176007292900.000000,9519053158.464040,4.175610,1.622000,3.891000,3.911000,1.620000,6.570230,6.252470,6.252470,153.842500,0.000000,0.250000,2.970000,16.290000,3.010000,43.634480,,13.100000,10.362710,,,14.900000,39.115540,60.627510,380000000.000000,7.071120,229000.000000,145000.000000,,,
2017,Monaco,MCO,,,,,,,,,,,,,,,,,,,1.642750,2851.966800,5570600000.000000,6250989566.822010,5693000000.000000,6431271365.083380,-3.044120,,,,,,0.522890,0.522890,,,,,,,7.428690,,1.100000,,,,,,,,,,355000.000000,,,
2017,Mongolia,MNG,0.002700,-2.144460,1.571350,0.553100,0.553100,19575.500000,6.322780,,,,,,,,,,51464.861340,,3.943580,146.237730,24545640704000.000000,12457761002.743200,28010710566000.000000,11480847740.736000,5.636880,6.359000,17.476000,17.932000,6.360000,4.301430,10.800450,10.800450,170.784230,,,,,,32.497040,14.700000,15.100000,20.006920,,,19.200000,51.468430,47.051780,618000000.000000,9.474100,,543000.000000,,,
2017,Montenegro,MNE,8.459100,8.446900,0.518620,0.185070,0.185070,2267.000000,3.642510,,,,,,,,,,3525.503760,,7.982550,611.534420,3686473000.000000,4371195571.759160,4299091000.000000,4856599480.798820,4.716470,16.082000,31.892000,31.695000,16.080000,2.380240,3.824970,3.824970,113.360040,,,,,,42.165690,,2.800000,7.196670,,,21.100000,78.305140,17.481980,91000000.000000,2.892430,,1877000.000000,,,
2017,Morocco,MAR,3.900670,2.648990,0.540420,0.220680,0.220680,63014.900000,1.773660,,,,,,,,,,84413.589020,,5.392130,166.466230,1103537823100.000000,116603009678.139000,1148895000000.000000,118540573367.844000,5.057900,,22.962000,,9.687000,0.754660,-0.060890,-0.060890,108.769500,,,,,,47.965680,,18.300000,,,,7.100000,49.333180,48.134650,2829000000.000000,5.728150,1849000.000000,11540000.000000,3.566240,4227434946.620900,6.298260
2017,Mozambique,MOZ,,,0.411200,0.194090,0.194090,7162.300000,0.250700,,,,,,,,,,32115.437370,,7.836800,36.260870,916381653300.000000,17418032489.647000,843423195300.000000,13264640645.776800,2.638210,,7.519000,,3.588000,15.113210,7.978010,7.978010,170.704780,,,,,,9.674100,,56.700000,27.856120,70.912450,60.655430,13.400000,14.353230,83.294440,237000000.000000,2.942710,,1514000.000000,,,
2017,Myanmar,MMR,,,0.483770,0.133080,0.133080,32497.000000,0.621500,,,,,,,,,,124412.819100,,5.080660,59.070030,81695271400000.000000,67174922732.934000,89547993900000.000000,66055090634.451800,6.136110,1.356000,3.600000,3.588000,1.360000,4.572540,5.873410,5.873410,144.606260,1.410000,3.480000,3.250000,12.710000,3.470000,75.687330,,38.100000,16.000000,,,3.000000,33.292620,62.627620,136000000.000000,0.736780,,3443000.000000,,,
2017,Namibia,NAM,2.337860,0.555490,0.376390,0.172850,0.172850,4224.000000,1.786400,,,,,,,,,,12376.726750,,8.725740,475.582030,144567511600.000000,11222511852.461200,171570012800.000000,12895153160.466000,-1.027250,,41.503000,,21.783000,6.145800,9.919040,9.919040,146.032090,,,,,,7.794630,,32.000000,10.026750,,,10.900000,66.472600,28.160330,92000000.000000,1.491170,,1581000.000000,,,
2017,Nauru,NRU,,,0.653350,0.512150,0.512150,56.000000,4.793700,,,,,,,,,,61.494520,,11.488650,1092.876340,101000000.000000,85712074.986000,145000000.000000,109355638.866960,-6.481480,,,,,,15.708590,15.708590,,,,,,,0.884700,,26.100000,,,,,,,9000000.000000,9.828460,,,,,
2017,Nepal,NPL,16.868790,15.532550,0.497520,0.134650,0.134650,13265.300000,0.470680,,,,,,,,,,43035.488840,,4.721740,49.327670,2038336745400.000000,26662720424.992300,3077144919300.000000,28971588880.354600,8.977280,10.660000,19.794000,20.529000,10.660000,3.627100,8.261410,8.261410,171.797600,,,,,,57.375480,,26.600000,,,,8.700000,20.102780,78.619470,886000000.000000,7.493390,1197000.000000,940000.000000,,,
2017,Netherlands,NLD,4.732080,4.114720,0.193400,0.164990,0.164990,155710.900000,9.089270,,,,,,,,,,183624.955300,,10.108300,4934.575200,725656676000.000000,805125436190.089000,738146000000.000000,833869641687.060000,2.910900,4.839000,8.858000,8.862000,4.840000,1.381460,1.260710,1.260710,111.042060,,,,,,11.048860,,3.500000,,,,12.100000,83.242860,12.746780,22301099609.375000,3.678680,20763000.000000,17924000.000000,,,
2017,New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,969083000000.000000,,969083000000.000000,9174048681.985770,,11.676000,36.472000,36.081000,11.680000,,,,,,,,,,,,,,,,,85.909540,13.151620,,,135000.000000,121000.000000,,,
2017,New Zealand,NZL,5.254180,3.078520,0.172080,0.162080,0.162080,32927.400000,6.840490,,,,,,,,,,82414.821080,,8.966950,3903.680420,274388775000.000000,191348367300.685000,290709000000.000000,206556258844.567000,3.524410,4.736000,13.013000,12.951000,4.740000,1.850790,3.517160,3.517160,110.651580,,,,,,13.577070,,4.300000,4.760000,,,12.700000,78.764860,17.339550,4463000000.000000,8.325290,2853000.000000,3723000.000000,5.745590,11867884008.675400,12.349260
2017,Nicaragua,NIC,4.098540,2.632010,0.388990,0.141620,0.141620,5428.900000,0.837720,,,,,,,,,,18401.063550,,8.327540,177.150010,186133000000.000000,13956458199.256400,414280000000.000000,13785924374.215100,4.630820,3.300000,6.222000,,3.300000,3.850670,4.124410,4.124410,147.156470,,,,,,33.843580,,14.400000,10.780600,,,4.400000,55.801100,38.672160,365000000.000000,4.815560,982000.000000,1958000.000000,,,
2017,Niger,NER,4.328820,0.411650,0.176800,0.075650,0.075650,1901.000000,0.087450,,,,,,,,,,38958.440110,,5.574110,28.691410,6356913796157.870000,10752347792.952300,6494706283190.840000,11185104251.678500,5.005360,7.769000,0.695000,16.622000,0.572000,2.796370,0.368280,0.368280,108.883880,,,,,,48.313720,,60.600000,5.140000,,,5.300000,5.595170,93.726660,120000000.000000,4.084750,,164000.000000,,,
2017,Nigeria,NGA,,,0.221860,0.109500,0.109500,108481.200000,0.560640,,,,,,,,,,311186.002700,,3.747630,72.774320,69205691115000.000000,488964081500.901000,114899249900000.000000,375745731053.427000,0.805890,8.389000,12.001000,13.803000,4.885000,16.502270,11.118920,11.118920,214.227340,,,,,,77.387870,,77.100000,17.553330,,,3.600000,15.219170,83.716140,8194000000.000000,16.087450,,,0.587130,2206106213.079570,5.867930
